image,caption 
../abc\EGFR\30060526_page55_1599_0.jpg,Importantly in a randomized trial comparing Osimertinib to first generation EGFR TKIs erlotinib or gefitinib in previously untreated NSCLC patients with EGFR-mutant tumors osimertinib administration was associated with a significant improvement of PFS 17 vs
../abc\EGFR\30060526_page55_1599_0.jpg,This important study represents the basis for establishing osimertinib as a first line EGFR TKI option
../abc\EGFR\30060526_page55_1599_0.jpg,A Age distribution at diagnosis of Chinese NSCLC patients with ALK-EML4 rearrangements EGFR mutations and wild type without ALK or EGFR alterations tumors; B age distribution of ALK-rearranged NSCLCs stratiﬁed by smoking status; C age distribution of EGFR-mutant NSCLCs stratiﬁed by smoking status
../abc\EGFR\30060526_page55_1599_0.jpg,Third generation EGFR TKIs such as osimertinib are selective inhibitors of both the originalsensitizing and T790M mutations but spar the normal EGFR
../abc\EGFR\30060526_page55_1599_0.jpg,Importantly in a randomized trial comparing Osimertinib to ﬁrst generation EGFR TKIs erlotinib
../abc\EGFR\30060526_page55_1599_0.jpg,This important study represents the basis for establishing osimertinib asa ﬁrst line EGFR TKI option
../abc\EGFR\30424034_page2_147_0.jpg,Non-small cell lung cancer NSCLC represents 85% of all lung cancers with epidermal growthfactor receptor EGFR mutations occurring in 10–30% of NSCLC patients
../abc\EGFR\30424034_page2_147_0.jpg,technologies have revealed that targeted therapies such as the use of EGFR tyrosine kinase inhibitor TKI drugs can deliver improved clinical outcomes for certain groups of patients with advancedNSCLC [3–7]
../abc\EGFR\30424034_page2_147_0.jpg,In this review we present a brief overview of clinical perspectives concerning and opportunitiesfor the use of liquid biopsy in lung cancer focusing speciﬁcally on the following: identiﬁcation ofactionable mutations such as sensitizing 19 del and L858R and resistant T790M EGFR mutations;the signiﬁcance and uniqueness of the two most popular circulating biomarkers i
../abc\EGFR\30424034_page2_147_0.jpg,EGFR Mutations and Resistance Mechanisms
../abc\EGFR\30424034_page2_147_0.jpg,EGFR TKI drugs such as geﬁtinib erlotinib and afatinib are used as the ﬁrst-line therapy forpatients with advanced NSCLCs [3–7]
../abc\EGFR\30424034_page2_147_0.jpg,As schematically shown in Figure 1 some groups withspeciﬁc activating mutations deletions in exon 19 19 Del  and substitutions in exon 21 L858R in the tyrosine kinase domain of EGFR show dramatic response to EGFR TKIs
../abc\EGFR\30424034_page2_147_0.jpg,Circulating biomarkers CTCs and ctDNA are used for the identification of actionable mutations such as sensitizing 19 del and L858R and resistant T790M EGFR mutations
../abc\EGFR\30424034_page2_147_0.jpg,However EGFR inhibitors often work only for several months or more; eventually the drugs stop working because of the development of resistance
../abc\EGFR\30424034_page2_147_0.jpg,One of the major resistance mechanisms is a secondary mutation in EGFR T790M  which is found in 48% to 62% of EGFR TKI-resistant patients
../abc\EGFR\30424034_page2_147_0.jpg,Recently a third-generation EGFR TKI osimertinib was approved by the FDA for T790M positive patients and has shown significantly better efficacy than platinum-based therapy
../abc\EGFR\30424034_page2_147_0.jpg,Therefore early detection of T790M mutation during the first-line therapy and changing of the drug to 3rd generation EGFR TKIs included osimertinib are extremely important in disease management for NSCLC patients with EGFR mutations [9]
../abc\EGFR\30424034_page2_147_0.jpg,Circulating biomarkers CTCs and ctDNA are used for the identiﬁcation of actionable mutations such as sensitizing 19 del and L858R and resistant T790M EGFR mutations
../abc\EGFR\30424034_page2_147_0.jpg,However EGFR inhibitors often work only for several months or more; eventually the drugsstop working because of the development of resistance
../abc\EGFR\30424034_page2_147_0.jpg,One of the major resistance mechanismsis a secondary mutation in EGFR T790M  which is found in 48% to 62% of EGFR TKI-resistantpatients
../abc\EGFR\30424034_page2_147_0.jpg,Recently a third-generation EGFR TKI osimertinib was approved by the FDA for T790Mpositive patients and has shown signiﬁcantly better efﬁcacy than platinum-based therapy
../abc\EGFR\30424034_page2_147_0.jpg,generation EGFR TKIs included osimertinib are extremely important in disease management forNSCLC patients with EGFR mutations [9]
../abc\EGFR\30424034_page2_147_0.jpg,The cobas® EGFR Mutation Test v2 which is a PCR-based liquid biopsy test for NSCLC has recently been approved by the FDA
../abc\EGFR\30424034_page2_147_0.jpg,Detection of EGFR mutation by means of ctDNA analysis isan exciting application of liquid biopsy and has been recently approved by the FDA
../abc\EGFR\30424034_page2_147_0.jpg,EGFR TKIIIIB–IV37 a
../abc\EGFR\30424034_page2_147_0.jpg,EGFR TKIIIIA–IV592PFS OS p = 0
../abc\EGFR\30424034_page2_147_0.jpg,Platinum EGFR TKI ALK inhibitorIIIB–IV1255OS p = 0
../abc\EGFR\30424034_page2_147_0.jpg,When the CTCs counts of these patientswere analyzed further based on Vimentin Vim expression and genetic subtypes KRAS mutation EGFR mutation and ALK rearrangement  Vim-expressed CTCs ≥1 Vim + CTCs were signiﬁcantlyhigher in patients with EGFR-mutated cancer total CTC + 57
../abc\EGFR\30424034_page2_147_0.jpg,The OncoBean Chip which has bean-shaped posts coated with a combination of multiple antibodies such as EpCAM EGFR and CD133 with a radial flow enabling increased cell capture under high-flow-rate conditions was developed to improve the throughput Figure 2E
../abc\EGFR\30424034_page2_147_0.jpg,In a study involving seven advanced NSCLC patients 100% concordance in detection ofthe EGFR L858R mutation was achieved from CTCs and tissue biopsy samples
../abc\EGFR\30424034_page2_147_0.jpg,Two of the patientshad the EGFR T790M mutation in relapse tissue samples and this was also detected in patient-derivedCTC samples [39]
../abc\EGFR\30424034_page2_147_0.jpg,This microﬂuidic single-cell capture device was applied tothe detection of EGFR L858R and T790M mutations from patient-derived CTCs by Sanger sequencing
../abc\EGFR\30424034_page2_147_0.jpg,The results also conﬁrmed EGFR 19 del L858R and T790Mmutations for seven NSCLC patients [42]
../abc\EGFR\30424034_page2_147_0.jpg,The OncoBean Chip which has bean-shaped posts coated with a combination of multipleantibodies such as EpCAM EGFR and CD133 with a radial ﬂow enabling increased cell captureunder high-ﬂow-rate conditions was developed to improve the throughput Figure 2E
../abc\EGFR\30424034_page2_147_0.jpg,Furthermore mutations were found in ﬁve of six samples tested involving at least one of the genes CTNNB1 EGFR KRAS PIK3CA and TP53
../abc\EGFR\30424034_page2_147_0.jpg,* PIK3CA EGFR BRAF PTEN KRAS TP53; NA—not available; ** Ref
../abc\EGFR\30424034_page2_147_0.jpg,In a clinical study to screen for cancer in NSCLC patients who hadtaken third-generation EGFR TKI therapeutics AZD9291 osimertinib  BEAMing was used to detectEGFR mutations from ctDNA with a low limit of detection 0
../abc\EGFR\30424034_page2_147_0.jpg,This studyalso demonstrated the analysis of the cobas® EGFR Mutation Test v2 which is a PCR-based assay thathas been developed for the detection of EGFR mutations including a T790M mutation for treatmentwith osimertinib which was approved by the FDA in 2016 [54]
../abc\EGFR\30424034_page2_147_0.jpg,In this study both the EGFR exon 19 del and L858R mutations were detected with 100%speciﬁcity whereas T790M was detected with a lower speciﬁcity of 79% from ctDNA samples fromadvanced non-squamous NSCLC patients [55]
../abc\EGFR\30424034_page2_147_0.jpg,can be used in NSCLC treatment management through the selection of speciﬁc therapeuticsand monitoring the response to treatment and development of resistance by means of detection ofsomatic mutations in the EGFR gene
../abc\EGFR\30424034_page2_147_0.jpg,In another studyinvolving 41 advanced NSCLC patients enrolled in a phase II clinical trial of erlotinib and pertuzumab EGFR mutation status in ctDNA was associated with longer PFS ~7 months vs
../abc\EGFR\30424034_page2_147_0.jpg,001 and 27 days for acquired resistance to EGFR TKI therapyin a real-world clinical setting p < 0
../abc\EGFR\30424034_page2_147_0.jpg,A study on complementary detection of EGFR T790M mutations based on analysis of both CTCsand ctDNA in 37 advanced NSCLC patients resulted in successful genotyping in 100% of cases [38]
../abc\EGFR\30424034_page2_147_0.jpg,EGFR mutations in lung cancer: Correlation with clinical response to geﬁtinib therapy
../abc\EGFR\31527477_page12_792_0.jpg,Constitutive signaling from the EGFR promotes cell survival proliferation [1] and invasiveness [2]
../abc\EGFR\31527477_page12_792_0.jpg,Aberrant EGFR signaling has been found in many human malignancies including colorectal lung breast and head and neck cancer [3 4]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR mutations have been foundin the tyrosine kinase domain of EGFRs
../abc\EGFR\31527477_page12_792_0.jpg,Almost all patients who initially respond to EGFR-tyrosinekinase inhibitors EGFR-TKIs develop resistance to these drugs by acquiring EGFR mutations [7]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR signaling both suppresses and promotes the autophagic response
../abc\EGFR\31527477_page12_792_0.jpg,All EGFR downstreamsignaling pathways are involved in autophagy modulation
../abc\EGFR\31527477_page12_792_0.jpg,EGFR-tyrosine kinase inhibitors TKIs and neutralizingantibody EGFR monoclonal antibodies treatments can induce autophagy in multiple cancers includingglioblastoma human vulvar squamous carcinoma colorectal adenocarcinoma and NSCLC cells [18 19]
../abc\EGFR\31527477_page12_792_0.jpg,Among other mechanisms by which many tumors with EGFR mutation gain resistance to EGFR-tyrosinekinase inhibitors EGFR-TKIs  autophagy suppression through EGFR-mediated Beclin1 BECN1 phosphorylation can result in the homodimerization of Beclin1 [20 21]
../abc\EGFR\31527477_page12_792_0.jpg,This review focuses on the relationship between EGFR signaling and autophagy
../abc\EGFR\31527477_page12_792_0.jpg,We discuss the relevance of targeting both EGFR signaling and autophagy as a potentialstrategy for overcoming resistance to anti-EGFR treatments
../abc\EGFR\31527477_page12_792_0.jpg,EGFR Structure and Mutations
../abc\EGFR\31527477_page12_792_0.jpg,EGFR plays critical roles in cell proliferation [22] diﬀerentiation [23] motility [24] and thedevelopment of vasculature [25]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR is expressed in the plasma membrane
../abc\EGFR\31527477_page12_792_0.jpg,EGFR has also beenfound in the nucleus endosomes and mitochondria
../abc\EGFR\31527477_page12_792_0.jpg,The human EGFR family consists of four members HER1–4 thatbelong to the ErbB lineage of proteins [30 31]
../abc\EGFR\31527477_page12_792_0.jpg,The extracellular ligand-binding domain of EGFR contains four distinct subdomains I–IV [32] Figure 1A
../abc\EGFR\31527477_page12_792_0.jpg,In response to ligand binding homodimerization and or heterodimerization with otherfamily members can activate the tyrosine kinase activity of EGFR [35]
../abc\EGFR\31527477_page12_792_0.jpg,Ligands for EGFR include EGF extracellular protein factor EPF  TGF-α amphiregulin AR  betacellulin BTC  epiregulin EPR  and heparin-binding EGF-like growth factor [36] Figure 1B
../abc\EGFR\31527477_page12_792_0.jpg,EGFR mutations account for 10%–17% of NSCLC cases in North America and Europe and 30%–50%of NSCLCs in Asian countries
../abc\EGFR\31527477_page12_792_0.jpg,Two independent studies [40 41] ﬁrst reported the existenceof somatic mutations in the tyrosine kinase TK domain of EGFR
../abc\EGFR\31527477_page12_792_0.jpg,In its inactive form the EGFR kinase domain assumes a structure that results in theauto-inhibition of its activity [43]
../abc\EGFR\31527477_page12_792_0.jpg,Mutation at the TK domain of EGFR results in constitutive activationof its kinase activity and activation of its downstream signaling pathways [44 45]
../abc\EGFR\31527477_page12_792_0.jpg,In its inactive form the EGFR kinase domain assumes a structure that results in the auto-inhibition of its activity [43]
../abc\EGFR\31527477_page12_792_0.jpg,Mutation at the TK domain of EGFR results in constitutive activation of its kinase activity and activation of its downstream signaling pathways [44 45]
../abc\EGFR\31527477_page12_792_0.jpg,Domains of EGFR and the sites of mutations
../abc\EGFR\31527477_page12_792_0.jpg,Specific mutations in the kinase domain of EGFR are shown
../abc\EGFR\31527477_page12_792_0.jpg,Activating mutations in the tyrosine kinase domain of the EGFR among NSCLC cells can enhance responses to EGFR-tyrosine kinase inhibitors EGFR-TKIs [46] Figure 2
../abc\EGFR\31527477_page12_792_0.jpg,Domains of EGFR and the sites of mutations
../abc\EGFR\31527477_page12_792_0.jpg,Speciﬁc mutations in the kinase domain of EGFR are shown
../abc\EGFR\31527477_page12_792_0.jpg,In its inactive form the EGFR kinase domain assumes a structure that results in the auto-inhibition of its activity [43]
../abc\EGFR\31527477_page12_792_0.jpg,Mutation at the TK domain of EGFR results in constitutive activation of its kinase activity and activation of its downstream signaling pathways [44 45]
../abc\EGFR\31527477_page12_792_0.jpg,Domains of EGFR and the sites of mutations
../abc\EGFR\31527477_page12_792_0.jpg,Specific mutations in the kinase domain of EGFR are shown
../abc\EGFR\31527477_page12_792_0.jpg,Activating mutations in the tyrosine kinase domain of the EGFR among NSCLC cells can enhance responses to EGFR-tyrosine kinase inhibitors EGFR-TKIs [46] Figure 2
../abc\EGFR\31527477_page12_792_0.jpg,Domains of EGFR and the sites of mutations
../abc\EGFR\31527477_page12_792_0.jpg,Speciﬁc mutations in the kinase domain of EGFR are shown
../abc\EGFR\31527477_page12_792_0.jpg,Activating mutations in the tyrosine kinase domain of the EGFR among NSCLC cells can enhanceresponses to EGFR-tyrosine kinase inhibitors EGFR-TKIs [46] Figure 2
../abc\EGFR\31527477_page12_792_0.jpg,EGFR D761Y mutation is associated with resistance to ﬁrst-generation EGFR-TKIs such as geﬁtiniband erlotinib [52] Figure 2
../abc\EGFR\31527477_page12_792_0.jpg,EGFR G796D mutation [53] and short insertion in exon 20 are associatedwith resistance to erlotinib and geﬁtinib [48]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR T790M mutation a secondary acquired mutation can result in resistance to geﬁtinib treatment [54]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR T790M mutation is associated with resistance
../abc\EGFR\31527477_page12_792_0.jpg,There have been considerable advances in the treatment of NSCLC patients with EGFR mutations
../abc\EGFR\31527477_page12_792_0.jpg,Acquired resistance to EGFR-TKIs such as geﬁtinib and erlotinib is a critical obstacle in the treatmentof EGFR mutant-positive NSCLCs
../abc\EGFR\31527477_page12_792_0.jpg,EGFR Signaling
../abc\EGFR\31527477_page12_792_0.jpg,"EGFR signaling triggersRAS RAF proto-oncogene serine threonine-protein kinase RAF  MEK MAPK, JAK signal transducerand activator of transcription STAT  Protein Kinase C PKC  and PI3K AKT mTOR Figure 3B"
../abc\EGFR\31527477_page12_792_0.jpg,RASactivated by EGFR can bind to RAF
../abc\EGFR\31527477_page12_792_0.jpg,This indicates thatEGFR-TKIs target EGFR signaling
../abc\EGFR\31527477_page12_792_0.jpg,EGFR D761Y mutation is associated with resistance to first-generation EGFR-TKIs such as gefitinib and erlotinib [52] Figure 2
../abc\EGFR\31527477_page12_792_0.jpg,EGFR G796D mutation [53] and short insertion in exon 20 are associated with resistance to erlotinib and gefitinib [48]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR T790M mutation a secondary acquired mutation can result in resistance to gefitinib treatment [54]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR T790M mutation is associated with resistance to first- and second-generation EGFR-TKIs
../abc\EGFR\31527477_page12_792_0.jpg,There have been considerable advances in the treatment of NSCLC patients with EGFR mutations
../abc\EGFR\31527477_page12_792_0.jpg,Acquired resistance to EGFR-TKIs such as gefitinib and erlotinib is a critical obstacle in the treatment of EGFR mutant-positive NSCLCs
../abc\EGFR\31527477_page12_792_0.jpg,EGFR Signaling
../abc\EGFR\31527477_page12_792_0.jpg,EGF triggers EGFR dimerization and the phosphorylation of multiple tyrosine residues in its cytoplasmic tail Figure 3A
../abc\EGFR\31527477_page12_792_0.jpg,"EGFR signaling triggers RAS RAF proto-oncogene serine threonine-protein kinase RAF  MEK MAPK, JAK signal transducer and activator of transcription STAT  Protein Kinase C PKC  and PI3K AKT mTOR Figure 3B"
../abc\EGFR\31527477_page12_792_0.jpg,RAS activated by EGFR can bind to RAF
../abc\EGFR\31527477_page12_792_0.jpg,PLCγ1 binds to EGFR through its Src Homology 2 SH2 domain hydrolyzes phosphatidyl inositol 4 5-bisphosphate PIP2 to diacylglycerol DAG and inositol 1 4 5-triphosphate IP3
../abc\EGFR\31527477_page12_792_0.jpg,This indicates that EGFR-TKIs target EGFR signaling
../abc\EGFR\31527477_page12_792_0.jpg,Ligand-dependent EGFR signaling pathways
../abc\EGFR\31527477_page12_792_0.jpg,A The proteins recruited on tyrosine-phosphorylated EGFR residues are shown
../abc\EGFR\31527477_page12_792_0.jpg,Numbers correspond to amino acids of EGFR
../abc\EGFR\31527477_page12_792_0.jpg,Speciﬁc mutations in the kinase domain and regulatory domain of EGFR are shown
../abc\EGFR\31527477_page12_792_0.jpg,B EGFR activates RAS MAPK and JAK STAT signaling pathways for cell survival
../abc\EGFR\31527477_page12_792_0.jpg,EGFR activates Phospholipase C gamma PLCγ  which in turn activates PKC IKKβ NF-κB signaling pathway
../abc\EGFR\31527477_page12_792_0.jpg,Cross Talk between EGFR Signaling and Autophagy
../abc\EGFR\31527477_page12_792_0.jpg,EGFR tyrosine kinase can induce the tyrosine phosphorylation of Beclin1 pY229 pY233 and pY352  forming Beclin1 homodimers and inhibiting autophagy Figure 4
../abc\EGFR\31527477_page12_792_0.jpg,EGFR activates the mechanistic target of the rapamycincomplex 1 mTORC1 pathway Figure 4 and can act as a negative regulator of autophagy [81–83]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR RAS RAF MEK ERK signaling activates autophagy by inducing the serine phosphorylationof Beclin1 Figure 4
../abc\EGFR\31527477_page12_792_0.jpg,These ﬁndings suggest that there is a cross talk between EGFR signalingand autophagy
../abc\EGFR\31527477_page12_792_0.jpg,Cross talk between EGFR signaling and autophagy
../abc\EGFR\31527477_page12_792_0.jpg,Tyrosine phosphorylation of Beclin1 by EGFR leads to homodimerization of Beclin1 and binding of inhibitors of autophagy such as rubicon and B-cell lymphoma 2 Bcl-2 to Beclin1 to decrease autophagic activity
../abc\EGFR\31527477_page12_792_0.jpg,EGFR tyrosine kinase can induce the tyrosine phosphorylation of Beclin1 pY229 pY233 and pY352  forming Beclin1 homodimers and inhibiting autophagy Figure 4
../abc\EGFR\31527477_page12_792_0.jpg,EGFR activates the mechanistic target of the rapamycin complex 1 mTORC1 pathway Figure 4 and can act as a negative regulator of autophagy [81–83]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR RAS RAF MEK ERK signaling activates autophagy by inducing the serine phosphorylation of Beclin1 Figure 4
../abc\EGFR\31527477_page12_792_0.jpg,These findings suggest that there is a cross talk between EGFR signaling and autophagy
../abc\EGFR\31527477_page12_792_0.jpg,Anti-Cancer Drugs Targeting EGFR and EGFR Signaling
../abc\EGFR\31527477_page12_792_0.jpg,At present EGFR-targeting anti-cancer drugs consist of two types: 1 EGFR monoclonal antibodies that inhibit the activation of the EGFR ligand-binding domain [86]; and 2 small-molecule EGFR-TKIs that inhibit the tyrosine kinase activity of the EGFR intracellular domain
../abc\EGFR\31527477_page12_792_0.jpg,Cross talk between EGFR signaling and autophagy
../abc\EGFR\31527477_page12_792_0.jpg,Tyrosine phosphorylation of Beclin1 by EGFR leads to homodimerization of Beclin1 and binding of inhibitors of autophagy such as rubicon and B-cell lymphoma 2 Bcl-2 to Beclin1 to decrease autophagic activity
../abc\EGFR\31527477_page12_792_0.jpg,Anti-Cancer Drugs Targeting EGFR and EGFR Signaling
../abc\EGFR\31527477_page12_792_0.jpg,At present EGFR-targeting anti-cancer drugs consist of two types: 1 EGFR monoclonal antibodiesthat inhibit the activation of the EGFR ligand-binding domain [86]; and 2 small-molecule EGFR-TKIsthat inhibit the tyrosine kinase activity of the EGFR intracellular domain
../abc\EGFR\31527477_page12_792_0.jpg,Src homology region 2 domain-containing phosphatase-2 SHP2 activated by EGFR can inhibit theactivation of STAT1 Figure 5A
../abc\EGFR\31527477_page12_792_0.jpg,Src homology region 2 domain-containing phosphatase-2 SHP2 activated by EGFR can inhibit the activation of STAT1 Figure 5A
../abc\EGFR\31527477_page12_792_0.jpg,A Upon binding of EGF EGFR activates JAK2 which in turn leads to the activation of STAT3
../abc\EGFR\31527477_page12_792_0.jpg,EGFR signaling activates regulatory T cells Treg cells
../abc\EGFR\31527477_page12_792_0.jpg,Combined inhibition of EGFR and JNK MAPK can overcome resistance to cetuximab [90]
../abc\EGFR\31527477_page12_792_0.jpg,A Upon binding of EGF EGFR activates JAK2 which in turn leads to the activation of STAT3
../abc\EGFR\31527477_page12_792_0.jpg,EGFR signaling activates regulatory T cells Treg cells
../abc\EGFR\31527477_page12_792_0.jpg,Combined inhibition of EGFR and JNK MAPK can overcome resistanceto cetuximab [90]
../abc\EGFR\31527477_page12_792_0.jpg,Panitumumab a fullyhuman Immunoglobulin G2a IgG2a mAb also prevents ligands from binding to EGFR [94]
../abc\EGFR\31527477_page12_792_0.jpg,Zalutumumab an IgG1 anti-EGFR mAb can inhibitligand binding EGFR signaling and the metastatic potential of lung cancer cells [95]
../abc\EGFR\31527477_page12_792_0.jpg,Dacomitinib Figure 6A  a second generation irreversible inhibitor of EGFR-1 -2 and -4 tyrosinekinase was approved for the treatment of NSCLC patients with EGFR mutations EGFR exon 19deletion or exon 21 L858R substitution mutations [96]
../abc\EGFR\31527477_page12_792_0.jpg,Panitumumab a fully human Immunoglobulin G2a IgG2a mAb also prevents ligands from binding to EGFR [94]
../abc\EGFR\31527477_page12_792_0.jpg,Zalutumumab an IgG1 anti-EGFR mAb can inhibit ligand binding EGFR signaling and the metastatic potential of lung cancer cells [95]
../abc\EGFR\31527477_page12_792_0.jpg,Dacomitinib Figure 6A  a second generation irreversible inhibitor of EGFR-1 -2 and -4 tyrosine kinase was approved for the treatment of NSCLC patients with EGFR mutations EGFR exon 19 deletion or exon 21 L858R substitution mutations [96]
../abc\EGFR\31527477_page12_792_0.jpg,Anti-cancer drugs targeting EGFR signaling and autophagy
../abc\EGFR\31527477_page12_792_0.jpg,A Anti-EGFR monoclonal antibodies mAbs targeting EGFR include cetuximab panitumumab zalutumumab and imgatuzumab
../abc\EGFR\31527477_page12_792_0.jpg,These mAbs bind to extracellular domain of EGFR and inhibit binding of ligands to EGFR
../abc\EGFR\31527477_page12_792_0.jpg,EGFR-TKI such as erlotinib targets intracellular tyrosine kinase domain to inhibit autophosphorylation of EGFR
../abc\EGFR\31527477_page12_792_0.jpg,Anti-cancer drugs targeting EGFR signaling and autophagy
../abc\EGFR\31527477_page12_792_0.jpg,A Anti-EGFR monoclonal antibodies mAbs targeting EGFR include cetuximab panitumumab zalutumumab and imgatuzumab
../abc\EGFR\31527477_page12_792_0.jpg,These mAbs bind to extracellular domain of EGFR and inhibit binding of ligands to EGFR
../abc\EGFR\31527477_page12_792_0.jpg,EGFR-TKI such as erlotinib targets intracellular tyrosine kinase domain to inhibit autophosphorylation of EGFR
../abc\EGFR\31527477_page12_792_0.jpg,STAT3 mediates EGFR signaling Figure 6A
../abc\EGFR\31527477_page12_792_0.jpg,Inhibition of EGFR STAT3 activation overcomesresistance to EGFR-TKIs in various NSCLC cells [103]
../abc\EGFR\31527477_page12_792_0.jpg,These reports indicate that targeting EGFR signaling may enhance the anti-proliferativeeﬀects of anti-EGFR treatments
../abc\EGFR\31527477_page12_792_0.jpg,Summary of anti-cancer drugs targeting EGFR
../abc\EGFR\31527477_page12_792_0.jpg,mAb directedagainst EGFR
../abc\EGFR\31527477_page12_792_0.jpg,Resistance to erlotinib and geﬁtinib occurs through EGFR T790M mutation
../abc\EGFR\31527477_page12_792_0.jpg,EGFR T790M mutation accounts for approximately 50% of the resistance to these EGFR-TKIs in NSCLCcells [112]
../abc\EGFR\31527477_page12_792_0.jpg,EGFR T790M mutation does not aﬀect the downstream signaling of EGFR
../abc\EGFR\31527477_page12_792_0.jpg,The inhibition ofthe downstream signaling of EGFR does not enhance sensitivity to these EGFR-TKIs [113]
../abc\EGFR\31527477_page12_792_0.jpg,Therefore other mechanisms are associated with resistance to erlotinib and geﬁtinib by EGFR T790M mutation
../abc\EGFR\31527477_page12_792_0.jpg,confers resistance to AG1478 an inhibitor of EGFR tyrosine kinase in ovarian cancer cells [122]
../abc\EGFR\31527477_page12_792_0.jpg,Co-inhibition of EGFR signaling and autophagy has demonstratedpromising results in vitro [27 127]
../abc\EGFR\31527477_page12_792_0.jpg,These reports suggest that autophagy inhibition mayenhance the sensitivity of various cancer cells with EGFR mutations to anti-EGFR treatments
../abc\EGFR\31527477_page12_792_0.jpg,MiR-7 targets EGFR and enhancesthe eﬀect of cetuximab on colorectal cancer cells [150]
../abc\EGFR\31527477_page12_792_0.jpg,MiR-217 can enhance the sensitivity of melanoma cells to geﬁtinib andtrastuzumab by inhibiting the interaction of EGFR with cancer testis antigen CAGE [153]
../abc\EGFR\31527477_page12_792_0.jpg,Recent reports suggest a role ofinactive EGFR in autophagy which is stimulated by serum starvation and EGFR-TKIs [166]
../abc\EGFR\31527477_page12_792_0.jpg,EndosomalEGFR accumulation is made possible by an interaction between EGFR and lysosomal-associatedprotein transmembrane 4 beta LAPTM4B
../abc\EGFR\31527477_page12_792_0.jpg,Endosomal EGFR can interact with rubicon an inhibitorof autophagy and induce the disassociation of rubicon from Beclin1 leading to the activation ofBeclin1 and the initiation of autophagy [166]
../abc\EGFR\31527477_page12_792_0.jpg,Cetuximab can decrease the expressionlevels of EGFR and phospho-EGFR pEGFR in the exosomes [167]
../abc\EGFR\31527477_page12_792_0.jpg,Treatments of cancer cells withsecond-generation EGFR-TKIs such as CI-1033 and PF-00299804 can induce the secretion of exosomescontaining EGFR pEGFR and exosomal DNAs [168]
../abc\EGFR\31527477_page12_792_0.jpg,CAGE binds to EGFR and HER2
../abc\EGFR\31527477_page12_792_0.jpg,The downregulation of EGFR enhances the sensitivity ofmelanoma cells to anti-cancer drugs [153]
../abc\EGFR\31527477_page12_792_0.jpg,CAGE binds to EGFR directly regulates the expression ofEGFR and confers resistance to anti-cancer drugs in melanoma cells [171]
../abc\EGFR\31527477_page12_792_0.jpg,AQTGTGKT and GTGKT peptides correspond to the domain of CAGEnecessary for interaction with EGFR [173]
../abc\EGFR\31527477_page12_792_0.jpg,It will be interesting to further discover peptides that canbind to CAGE and inhibit the interaction of CAGE with EGFR GSK3β or Beclin1
../abc\EGFR\31527477_page12_792_0.jpg,EGFR has emerged as a valuable target for the development of anti-cancer drugs
../abc\EGFR\31527477_page12_792_0.jpg,First generation EGFR-TKIs have shown promising eﬀectson cancer patients with EGFR L858R mutation [175]
../abc\EGFR\31527477_page12_792_0.jpg,However resistance to these EGFR-TKIs canoccur through acquired EGFR T790M mutation
../abc\EGFR\31527477_page12_792_0.jpg,The second-generation EGFR-TKIs afatinib neratinib and dacomitinib target EGFR T790M mutation and other EGFR activating mutations
../abc\EGFR\31527477_page12_792_0.jpg,Combinationtherapy of a new second-generation EGFR-TKI with cetuximab is highly eﬀective against tumorsbearing EGFR T790M mutation [176]
../abc\EGFR\31527477_page12_792_0.jpg,Todevelop drugs for overcoming resistance to anti-EGFR treatments it will be necessary to determinemolecular patterns such as autophagic ﬂux EGFR signaling pathways tumor suppressors oncogenes and mutations for each tumor
../abc\EGFR\31527477_page12_792_0.jpg,Targeting both EGFR and autophagy may overcome resistance to anti-EGFR treatments
../abc\EGFR\31527477_page12_792_0.jpg,PCC0208027 a novel tyrosine kinase inhibitor inhibits tumor growth of NSCLC by targeting EGFR and HER2 aberrations
../abc\EGFR\31527477_page12_792_0.jpg,Targeting both EGFR and autophagy may overcome resistance to anti-EGFR treatments
../abc\EGFR\31527477_page12_792_0.jpg,Reports concerning cross talk between EGFR signaling and autophagy have beenpublished
../abc\EGFR\31527477_page12_792_0.jpg,Peptides and miRNAs that target autophagyand EGFR signaling can be employed as therapeutics against patients with cancer that is resistant toanti-EGFR treatments
../abc\EGFR\31527477_page12_792_0.jpg,Combinations of anti-autophagic drugs with inhibitors of EGFR signaling canprovide a novel treatment opportunity for cancers that are resistant to anti-EGFR treatments Figure 7B and these strategies should be clinically tested
../abc\EGFR\31527477_page12_792_0.jpg,PCC0208027 a novel tyrosinekinase inhibitor inhibits tumor growth of NSCLC by targeting EGFR and HER2 aberrations
../abc\EGFR\31527477_page12_792_0.jpg,A mutualactivation loop between the Ca 2+ -activated chloride channel TMEM16A and EGFR STAT3 signalingpromotes breast cancer tumorigenesis
../abc\EGFR\31527477_page12_792_0.jpg,EGFR mutation and resistance of non-small-cell lung cancer to geﬁtinib
