PMID,sentence,gene 
29973561,Metformin decreases IL-6 signaling reverses EMT and decreases activation of STAT3 and AKT [61 78],['AKT']
29973561,Clinical trials are currently being done to study Metformin in combinatory treatments with an assortment of molecularly targeted therapies including EGFR inhibitors as well as its effect on overall survival and treatment-related toxicity in advanced stage non-small cell lung cancer patients,['EGFR']
29973561,The second-generation EGFR TKI afatinib is an irreversible inhibitor of EGFR,['EGFR']
29973561,It was shown to have an EC50 against EGFR with the T790M mutation at a concentration of 9 nM [12] suggesting its potential to overcome TKI resistance due to the T790M mutation,['EGFR']
29973561,EMT MET ampliﬁcation and IGF-1R confer resistance to EGFR TKIs,['EGFR']
29973561,Dimerization with IGF-1R allows activation of the MAPK and PI3K pathways despite EGFR inhibition,"['EGFR', 'PI3K']"
29973561,MET ampliﬁcation allows phosphorylation of EGFR and activation of downstream signaling,['EGFR']
29973561,Activation of the Hedgehog signaling pathway and Wnt signaling pathways promote EMT which may confer resistance to EGFR TKIs,['EGFR']
29973561,Metformin decreases IL-6 signaling reverses EMT and decreases activation of STAT3 and AKT [61 78],['AKT']
29973561,The second-generation EGFR TKI afatinib is an irreversible inhibitor of EGFR,['EGFR']
29973561,It was shown tohave an EC50 against EGFR with the T790M mutation at a concentration of 9 nM [12] suggesting itspotential to overcome TKI resistance due to the T790M mutation,['EGFR']
29973561,In contrast to erlotinib and geﬁtinib which solely bind to the ATP-binding site of EGFR afatinib also forms covalent bonds with cysteine 797and the cysteine residues of HER2 and ErbB-4 thus further inhibiting phosphorylation of EGFR [13],['EGFR']
29973561,Six of the 12 patients had tumor size reductions; three achieved durable stabledisease including one with EGFR exon 19 and T790M mutations [12],['EGFR']
29973561,Third generation TKIs have beendesigned to target both EGFR with activating mutations and T790M resistance mutation in NSCLCpatients,['EGFR']
29973561,Recently the FDA has approved osimertinib Tagrisso or AZD9291 a third-generation EGFRTKI as a breakthrough treatment for NSCLC patients whose tumors have a T790M mutation and whosedisease has worsened after treatment with other EGFR inhibitors,['EGFR']
29973561,Phase 1 clinical trials of osimertinibdemonstrated a response rate of 61% and a disease control rate of 95% in advanced lung cancer patientswith prevailing cancer progression after EGFR TKI treatment [14],['EGFR']
29973561,A recent Phase III FLAURA trial demonstrated thesuperiority of osimertinib over ﬁrst-generation EGFR inhibitors geﬁtinib and erlotinib as a ﬁrst-linetreatment for EGFR-mutated NSCLC,['EGFR']
29973561,Although mutant EGFR NSCLC patients bearing exon 20 insertions are generallyunresponsive to ﬁrst-line TKI therapy recent studies suggest that osimertinib may prove effective asa therapy for patients with these activating mutations,['EGFR']
29973561,However resistance to this TKI has alreadybeen reported arising via mutations in the C797 EGFR codon and EGFR G796D as well as ampliﬁedHER2 and MET signaling [18–20],['EGFR']
29973561,Another study demonstrated high levels of MET ampliﬁcation seen intumor biopsies of a mutant T790M EGFR NSCLC patient following osimertinib treatment,['EGFR']
29973561,Another third generation TKI rociletinib was designed toinhibit the activating EGFR mutation and the T790M resistance mutation with a focus on sparingwild-type EGFR,['EGFR']
29973561,This design was shown to be effective in preclinical models in which rociletinibwas found to have signiﬁcantly less activity against wild-type EGFR than the early-generation TKIscurrently being used clinically as well as AZD9291 [21],['EGFR']
29973561,A fourth generation TKI EAI045 has been developed as a novel EGFR inhibitor to overcome bothC797 and T790M mutations that confer resistance to third generation inhibitors,['EGFR']
29973561,other EGFR TKIs acts via allosteric inhibition rather than competitive inhibition of the ATP-bindingsite,['EGFR']
29973561,The growth inhibitory activity of EAI045 increases when combined with cetuximab an EGFRinhibitor that prevents EGFR from dimerizing,['EGFR']
29973561,Additionally since dimerization-defective independent mutants were markedly more sensitive to EAI045 it ishypothesized that EAI045 acts upon a single component of the EGFR dimer [20 23],['EGFR']
29973561,Thus EAI045treatment appears to be a promising therapeutic strategy in NSCLC patients with resistance to ﬁrst second and third generation EGFR TKIs,['EGFR']
29973561,Patients being treated with EGFR inhibitors will requirecontinual assessment of progression of lung cancer in order to study how these patients becomeresistant to therapy and to develop strategies to prevent resistance,['EGFR']
29973561,Some other studiesfocusing on the mechanism of resistance to crizotinib have shown involvement of mutations in EGFRand KRAS [27] activation of the ErbB family through phosphorylation [26] EMT [91] activation of the,['KRAS']
29973561,A recent study also performed a multi-phospho-RTK antibody array to screen for secondary RTKinvolvement in ALK inhibitor resistance within two crizotinib-resistant and one TAE684-resistantcell line further implicating EGFR IGF-1R and HER as well as MET in acquired ALK inhibitorresistance [94],['EGFR']
29973561,A few other studies have reported that EGFR ligands [98] and hypoxia-induced EMT conferresistance to alectinib [91],['EGFR']
29973561,This studyalso demonstrates that a combination of both ALK and the RAS-MAPK component MEK inhibitorscould be a potential approach to overcome resistance and improve the prognosis of ALK-positive lungcancer [99],['MEK']
29973561,BRAF v-Raf murine sarcoma viral oncogene homolog B1 is a member of the RAFserine threonine protein kinases family,['BRAF']
29973561,BRAF encodes for a RAF kinase that signals downstreamof RAS to activate the MAPK pathway which causes uncontrolled growth and differentiation uponmutation [103],['BRAF']
29973561,BRAF is the most commonly mutated gene in melanoma; however BRAF mutationshave also been shown to be associated with NSCLC with a frequency of approximately 2–3% of cases,['BRAF']
29973561,A study reported BRAF mutations in18 3% out of 697 patients with lung adenocarcinoma,['BRAF']
29973561,V600E BRAF mutation was observed in 50% ofthese 18 patients while G469A and D594G were found in 39% and 11% respectively [104],['BRAF']
29973561,6% with BRAF mutations of which 58% four out of seven were having V600E while others were reported with K601N L597Q and G469Vmutations [105],['BRAF']
29973561,A V600 mutation on exon 15 totals 50% of all BRAF mutants while non-V600 BRAFmutations compose the remaining 50% [104],['BRAF']
29973561,Recently promising results from a Phase 2 clinical study with dabrafenib a BRAF inhibitor hasshown efﬁcacy in the treatment of advanced NSCLC patients with V600E BRAF mutation Figure 1 [48],['BRAF']
29973561,The primary mechanism responsible for this acquired resistance to dabrafenib in this patienthas been reported to be a G12D mutation in KRAS Figure 1 [49],['KRAS']
29973561,Subsequent studies need to becarried out to further understand the therapeutic potential of BRAF inhibitors for the treatment ofNSCLC patients,['BRAF']
29973561,Mutant BRAF in NSCLC is known to display resistance towards current inhibitors after prolongedtreatment,['BRAF']
29973561,A BRAF oral inhibitor vemurafenib is effective in the treatment of advanced stagesof melanoma with the V600E mutation Figure 1,['BRAF']
29973561,The research conducted on inhibitors of mutant BRAF in NSCLC is limited;however extensive work has been done on elucidating mechanisms of resistance to BRAF inhibitorsin melanoma and may provide parallels to mechanisms in lung cancer,['BRAF']
29973561,One study has shown thatelevated expression of alternate isoforms of RAF proteins CRAF and ARAF can continually stimulate,"['ARAF', 'CRAF']"
29973561,the MAPK pathway despite BRAF inhibition providing a mechanism of resistance Figure 3 [50],['BRAF']
29973561,Increased expression of MAP3K8 or COT can stimulate the MAPK pathway to bypass BRAF inhibition Figure 3 [50 51],"['COT', 'BRAF']"
29973561,The MAPK pathway and PI3K pathways also activate MCL-1 an antiapoptoticfactor,['PI3K']
29973561,Parallel activation of the PI3K pathway may inhibit apoptosis in BRAF-mutant NSCLC throughMCL-1 despite inhibition of BRAF [50],"['BRAF', 'PI3K']"
29973561,Trametinib a MEK inhibitor is used in conjunction withvemurafenib to enhance the efﬁcacy Figure 1,['MEK']
29973561,This combinatory treatment also increased ERK inhibition comparedto monotherapy [53],['ERK']
29973561,This combinatory treatment also increased ERK inhibition compared to monotherapy [53],['ERK']
29973561,CRAF ARAF COT and MCL-1 confer resistance to BRAF inhibitors,"['COT', 'CRAF', 'ARAF', 'BRAF']"
29973561,"Elevated expression of alternative RAF isoforms ARAF and CRAF  as well as MAP3K8 COT, can stimulate the MAPK pathway despite BRAF inhibition","['ARAF', 'BRAF']"
29973561,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition,"['BRAF', 'PI3K']"
29973561,Mechanisms of resistance for several TKIs against EGFR c-MET ALK have been investigated and identified,['EGFR']
29973561,Further studies are also necessary to further elucidate the mechanism of acquired resistance to HER2 and BRAF as well as to develop effective therapies to overcome them,['BRAF']
29973561,CRAF ARAF COT and MCL-1 confer resistance to BRAF inhibitors,"['COT', 'CRAF', 'ARAF', 'BRAF']"
29973561,"Elevated expression of alternative RAF isoforms ARAF and CRAF  as well as MAP3K8 COT, can stimulate the MAPK pathway despite BRAF inhibition","['ARAF', 'BRAF']"
29973561,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition,"['BRAF', 'PI3K']"
29973561,Mechanisms of resistance for several TKIs against EGFR c-MET ALK have beeninvestigated and identiﬁed,['EGFR']
29973561,Further studies are also necessary tofurther elucidate the mechanism of acquired resistance to HER2 and BRAF as well as to develop,['BRAF']
29973561,Clinical pathologic and biologic features associated with braf mutations in non-small cell lungcancer,['BRAF']
29973561,Signaling intermediates MAPK and PI3K as therapeutic targets innsclc,['PI3K']
29973561,Intratumoral heterogeneity in EGFR-mutant NSCLC results in divergent resistancemechanisms in response to egfr tyrosine kinase inhibition,['EGFR']
29973561,Local therapy with continued egfr tyrosine kinase inhibitor therapy as a treatment strategyin egfr-mutant advanced lung cancers that have developed acquired resistance to egfr tyrosine kinaseinhibitors,['EGFR']
29973561,The t790m “gatekeeper” mutation in EGFR mediates resistance to low concentrations of anirreversible egfr inhibitor,['EGFR']
29973561,The role of egfr inhibition in the treatment of non-small cell lung cancer,['EGFR']
29973561,Azd9291 in EGFR inhibitor-resistant non-small-cell lung cancer,['EGFR']
29973561,Antitumor activity of osimertinib an irreversible mutant-selective EGFRtyrosine kinase inhibitor in nsclc harboring egfr exon 20 insertions,['EGFR']
29973561,Egfr-independentmechanisms of acquired resistance to azd9291 in egfr t790m-positive nsclc patients,['EGFR']
29973561,EGFR g796dmutation mediates resistance to osimertinib,['EGFR']
29973561,EGFR c797s mutation mediates resistance to third-generationinhibitors in t790m-positive non-small cell lung cancer,['EGFR']
29973561,Eai045: The fourth-generation egfr inhibitor overcoming t790m and c797sresistance,['EGFR']
29973561,Dabrafenib in patients with braf v600e-mutant advanced non-small cell lung cancer NSCLC :A multicenter open-label phase II trial BRF113928,['BRAF']
29973561,Molecular characterization of acquired resistance to the BRAF inhibitordabrafenib in a patient with braf-mutant non-small-cell lung cancer,['BRAF']
29973561,Resistance to braf inhibitors: Unraveling mechanisms and futuretreatment options,['BRAF']
29973561,COT drives resistance to Raf inhibition through MAPkinase pathway reactivation,['COT']
29973561,Trametinib with or without vemurafenib in braf mutatednon-small cell lung cancer,['BRAF']
29973561,Activating and resistance mutations of egfr in non-small-cell lung cancer: Role in clinicalresponse to EGFR tyrosine kinase inhibitors,['EGFR']
29973561,T790m and acquired resistance of EGFR TKI: A literature review of clinical reports,['EGFR']
29973561,Alternative signalingpathways as potential therapeutic targets for overcoming egfr and c-met inhibitor resistance in non-smallcell lung cancer,['EGFR']
29973561,Mechanism of resistance and novel targetsmediating resistance to egfr and c-met tyrosine kinase inhibitors in non-small cell lung cancer,['EGFR']
29973561,HER2 kinase domain mutation results in constitutive phosphorylation andactivation of HER2 and EGFR and resistance to egfr tyrosine kinase inhibitors,['EGFR']
29973561,Synergism of EGFR and c-MET pathways cross-talk and inhibition in non-small celllung cancer,['EGFR']
29973561,Combined therapy with mutant-selective EGFR inhibitor and MET kinaseinhibitor for overcoming erlotinib resistance in EGFR-mutant lung cancer,['EGFR']
29973561,Combinedinhibition of igfr enhances the effects of geﬁtinib in h1650: A lung cancer cell line with egfr mutation andprimary resistance to EGFR-TK inhibitors,['EGFR']
29973561,Synergistic effects of metformin treatment in combination with geﬁtinib a selective egfr tyrosine kinase inhibitor in LKB1 wild-type nsclc cell lines,['EGFR']
29973561,Activation of signal transducer and activator of transcription 3 STAT3 signaling in egfr mutant non-small-cell lung cancer NSCLC,['EGFR']
29973561,Acquired resistance to the mutant-selective EGFR inhibitor azd9291 is associatedwith increased dependence on Ras signaling in preclinical models,['EGFR']
29973561,The distribution of BRAF gene fusions in solid tumors and response to targeted therapy,['BRAF']
29973561,Clinicalcharacteristics of patients with lung adenocarcinomas harboring braf mutations,['BRAF']
29973561,Braf mutations in non-small cell lung cancer,['BRAF']
30060526,In NSCLC the more frequently mutated genes with known potentialfunction of driver genes are the following: EGFR 10−30%  FGFR1 20%  KRAS 15−30%  PIK3CA 2−5%  ERBB2 HER2 2−5%  BRAF 1−3%  ALK 3%  ROS1 1%  MAP2K1 MEK1 1%  RET 1%  NRAS 1% and AKT1 <1% reviewed in [10],"['EGFR', 'ALK']"
30060526,The tumor genomic landscape of tumors occurring in non-smokers and in smokers was recentlycompared and many remarkable differences have been reported: a mutation frequencies were higherin smokers than in never smokers tumor samples; b a different mutation spectrum in smokers predominant C:G↣A:T and never-smokers C:G↣T:A was observed; c distinctive sets of mutatedgenes in never-smokers EGFR mutations and ALK and ROS1 fusions and smokers KRAS TP53 BRAF JAK2 and JAK3 and mismatch repair genes mutations,"['EGFR', 'ALK']"
30060526,This analysis conﬁrmed a high mutationrate of TP53 50%  KRAS 27%  EGFR 17%  STK11 15%  KEAP1 12%  NF1 11%  BRAF 8%  SMAD 4%,['EGFR']
30060526,On theother hand frequent copy number alterations have been observed: gain of TERT 42%  MYC 31%  MCL1 34%  EGFR 22%  ERBB2 20%  NKX2-1 18% ; losses of TP53 18%  CDKN2A 24% 10%homozygous [12],['EGFR']
30060526,The analysis of gene mutationsshowed that eighteen genes were currently mutated: TP53 was the most frequently mutated 46% ;KRAS mutations 33% were mutually exclusive with EGFR mutations 14% ; another group of genesfrequently mutated is represented by BRAF 10%  PIK3CA 7%  MET 7% and RT1 a small GTPase 2% ; a group of tumor suppressor genes including STK11 17%  KEAP1 17%  NF1 11%  RB1 4% and CDKN2A 4%  was also frequently mutated; another group of frequent mutations involve a set ofchromatin modifying genes such as SETD2 9%  ARID1A 7% and SMARCA4 6% was frequentlymutated as well as the two RNA splicing genes RBM10 8% and U2AF1 3% ; ﬁnally mutations of theMax-interacting gene MGA mutationally exclusive with MYC focal ampliﬁcations are observed in 8%of patients [13],['EGFR']
30060526,Somatic copy number alterations involve ampliﬁcations of the NKX2-1 TERT MDM2 KRAS EGFR MET CCNE1 CCND1 TERC and MECOM while CDKN2A gene was the most frequentlydeleted [12],['EGFR']
30060526,Analysis of aberrant RNA transcripts detected fusions involving ALK ROS1 and RET;MET exon 14 skipping in RNA resulting in stabilized MET protein and activation,['ALK']
30060526,An overall view ofthe mutational status of the 230 adenocarcinoma patients showed that 62% of them display activatingmutations in known driver oncogenes such as EGFR KRES BRAF mutations ALK ROS1 and RETfusions  the remaining 38% of patients was without any apparent RTK RAS RAF oncogene mutation,"['EGFR', 'ALK']"
30060526,The subtypes were associatedwith genomic alterations: the proximal proliferative subtype was enriched for KRAS mutations KEAP1 mutations and with inactivation of the tumor suppressor STK11; the proximal inﬂammatorysubtype was characterized by mutations of TP53 and NF1 and by solid histopathology; the terminalrespiratory unit associated with a more favorable prognosis was associated with EGFR mutationsand fusions [13 14],['EGFR']
30060526,Thus East Asians display a higher rate of EGFR mutations and a lower rate of KRAS mutationsthan white populations,['EGFR']
30060526,Recently Sun and coworkers reported the mutational spectrum of lung adenocarcinomasoccurring in East Asian non-smoker patients and showed that in a very high proportion about 80% of these patients EGFR mutations ae involved; in another 10% of these patients either ELML-ALKfusions or HER2 insertions occur; ﬁnally only 2% of these patients displayed KRAS mutations [16],['EGFR']
30060526,Among the East Asian patients the most frequently mutated genes are EGFR 46,['EGFR']
30060526,5% of TCGA data  ALK 12,['ALK']
30060526,Recently Sun and coworkers reported the mutational spectrum of lung adenocarcinomas occurring in East Asian non-smoker patients and showed that in a very high proportion about 80% of these patients EGFR mutations ae involved; in another 10% of these patients either ELML-ALK fusions or HER2 insertions occur; finally only 2% of these patients displayed KRAS mutations [16],['EGFR']
30060526,Among the East Asian patients the most frequently mutated genes are EGFR 46,['EGFR']
30060526,5% of TCGA data  ALK 12,['ALK']
30060526,A Comparison of the most recurrent gene mutations in lung adenocarcinoma between Caucasians and EAST Asians; B Various gene mutations at the level of the EGFR gene in Caucasians and East Asians; C Various gene mutations at the level of the KRAS gene in Caucasians and East Asians,['EGFR']
30060526,9%  EGFR 8,['EGFR']
30060526,The analysis of set of mutually exclusive driver genes identified two sets of genes: KRAS EGFR NF1 BRAF MET and ZKSCAN1; STK11 EGFR U2AF1 and ERBB2 [18],['EGFR']
30060526,Finally in the tumor evolution analysis four driver genes had a significantly lower fraction of subclonal mutations including TP53 KEAP1 STK11 and EGFR thus suggesting a tumor initiation role for these genes [9],['EGFR']
30060526,A Comparison of the most recurrent gene mutations in lung adenocarcinoma between Caucasians and EAST Asians; B Various gene mutations at the level of the EGFR gene in Caucasians and East Asians; C Various gene mutations at the level of the KRAS gene in Caucasians and East Asians,['EGFR']
30060526,9%  EGFR 8,['EGFR']
30060526,The analysis of set of mutually exclusivedriver genes identiﬁed two sets of genes: KRAS EGFR NF1 BRAF MET and ZKSCAN1; STK11 EGFR U2AF1 and ERBB2 [18],['EGFR']
30060526,Finally in the tumor evolution analysis four driver genes had a signiﬁcantlylower fraction of subclonal mutations including TP53 KEAP1 STK11 and EGFR thus suggesting atumor initiation role for these genes [9],['EGFR']
30060526,Basically the proﬁle of genetic alterations observed in the two studies was similar with someremarkable differences concerning the frequency of some genetic alterations such as EGFR mutationsmore frequent in the MSK-IMPACT cohort than in the TCGA cohort 27% vs,['EGFR']
30060526,The level 1 includes EGFR mutations ALK fusions and ROS1 fusions; the level 2Aincludes RET fusions BRAFV600E MET mutations and MET ampliﬁcations; the level 2B involvesERBB2 ampliﬁcations BRCA 1–2 loss and TCS 1–2 loss; the level 3 involves ERBB2 mutations MAP2K1 FGFR3 PIK3CA AKT1 and ARAF1 mutations and BRAFV601E mutation; the level 4 involvesKRAS mutations NF1 loss RAF1 mutations BRAFnon−V600E CDKN2A loss MDM2 ampliﬁcation andEGFRexon20insertion; in addition to these four level groups it is identiﬁed an unknown mitogenic driverset characterized by frequent TP53 68%  STK11 37%  KEAP1 35%  SMARCA4 18%  PTRD 17%  ARID1A 16% Figure 2 [19],"['EGFR', 'ALK']"
30060526,In fact using a hybrid-capture-based next generation sequencingassay it was possible to show the presence of driver mutations in a group of lung adenocarcinomapatients resulted to be negative for driver mutations according to a standard not-NGS assay: the mostrecurrent mutations observed in these patients were TP53 EGFR MDM2 KRAS CDK4 and SETD2mutations [21],['EGFR']
30060526,Importantly clinically-relevant mutations of EGFR BRAF and ALK ROS1 and RETtranslocations have been observed in 26% of these “driver-negative” patients [21],"['EGFR', 'ALK']"
30060526,Basically the profile of genetic alterations observed in the two studies was similar with some remarkable differences concerning the frequency of some genetic alterations such as EGFR mutations more frequent in the MSK-IMPACT cohort than in the TCGA cohort 27% vs,['EGFR']
30060526,The level 1 includes EGFR mutations ALK fusions and ROS1 fusions; the level 2A includes RET fusions BRAFV600E MET mutations and MET amplifications; the level 2B involves ERBB2 amplifications BRCA 1–2 loss and TCS 1–2 loss; the level 3 involves ERBB2 mutations MAP2K1 FGFR3 PIK3CA AKT1 and ARAF1 mutations and BRAFV601E mutation; the level 4 involves KRAS mutations NF1 loss RAF1 mutations BRAFnon−V600E CDKN2A loss MDM2 amplification and EGFRexon20insertion; in addition to these four level groups it is identified an unknown mitogenic driver set characterized by frequent TP53 68%  STK11 37%  KEAP1 35%  SMARCA4 18%  PTRD 17%  ARID1A 16% Figure 2 [19],"['EGFR', 'ALK']"
30060526,9 years for ALK rearrangements; 2,['ALK']
30060526,Tanaka and coworkers conﬁrmed these ﬁndings in a groupof 81 Japanese young lung adenocarcinomas showing in these patients a very high frequency ofALK translocations 41% and EGFR mutations 30%  but a low frequency of KRAS mutations 2% ;furthermore about 6% of these patients displayed RET or ROS1 translocations [24],['EGFR']
30060526,Geﬁtinib EGFR del 19 or L858R mutation Erlotinib EGFR del 19 or L858R mutation Afatinib EGFR del 19 or L858R mutation Dacomitinib EGFR del 19 or L858R mutationand T790M mutation Osimertinib EGFR T790M mutation,['EGFR']
30060526,ALK rearrangementEML4-ALK the most frequent KIF5B-ALKKLC1-ALK,['ALK']
30060526,Important clinic-pathological differences have been observedbetween the various ES subgroups: the ES5 was enriched for never smokers while never smokerswere rarely classiﬁed among ES1; EGFR mutations were frequent in the ES5 but rare in the ES1group; KRAS-mutated adenocarcinomas were enriched in the ES4 [26],['EGFR']
30060526,Interestingly lung adenocarcinomas associated with speciﬁc driver mutations such as EGFR ALK or ROS1 display a speciﬁc pattern of CpGs methylation [27],"['EGFR', 'ALK']"
30060526,Intriguingly and interestingly no BRAF mutants were observed among the paired lungadenocarcinomas of BRAF-mutant AAHs; however in four of the ﬁve BRAF-mutant AAHs the pairedlung adenocarcinomas exhibited driver EGFR mutations [30],['EGFR']
30060526,Conversely lung adenocarcinomas ofKRAS-mutant AAHs displayed several other driver mutations including TP53 EGFR and KRAS [30],['EGFR']
30060526,In this study 25 distinctAAHs were discovered in the lung resection specimens derived from six different patients with invasivelung adenocarcinoma; the most frequently mutated genes were BRAF 16% and ARID1A 16% ; EGFRand MALM1 were mutated in three AAHs in two of the six patients; TP53 and KRAS were mutated inseveral AAHs within the same tumor; alterations in growth factors other than EGFR are observed in28% of AAHs [31],['EGFR']
30060526,EGFR and TP53 are important gene drivers in the early stages of lung adenocarcinomadevelopment but their frequency increases with advancing steps of histologic progression and werealways present at the MIA stage; interestingly the fractional abundancy of TP53 and EGFR mutationsis higher in MIAs than in AISs [31],['EGFR']
30060526,These studies have shown that the frequencies of KRAS and BRAF mutations are higher inpreinvasive tumors than in invasive tumors while the frequency of EGFR mutations in preinvasivelesions is like that observed in invasive tumors,['EGFR']
30060526,Activating EGFR mutations as well as ALK fusions are typically not present in LSQCC,"['EGFR', 'ALK']"
30060526,have carefully assessed the occurrence of EGFR and KRAS mutations in LSQCC and haveobserved that mutations of both these genes were absent in typical cases of LSQCC; rare cases positivefor EGFR or KRAS mutations can be identified as rare mixed squamous-adenocarcinomas [33],['EGFR']
30060526,5%  EGFR 3,['EGFR']
30060526,EGFR mutations were more frequent in non-smokers than in smokers 23,['EGFR']
30060526,76% ofsamples displayed copy number alterations at the level of FGFR1 16%  EGFR 14% HER2 9,['EGFR']
30060526,Interestingly p-LSQCC have more mutations of EGFR than c-LSQCC 6,['EGFR']
30060526,43%  EGFR 25% vs,['EGFR']
30060526,3%  ALK gene fusions 5,['ALK']
30060526,a microdissection analysis of the adenomatous and squamous components present in each tumor wasperformed showing that both exhibit the same EGFR or KRAS mutations [79],['EGFR']
30060526,4% for EGFR KRAS BRAF and PIK3CA mutations respectively [80],['EGFR']
30060526,All PIK3CA mutations co-occurred with EGFR mutations [80],['EGFR']
30060526,No ALK and DDR2 mutationswere observed,['ALK']
30060526,According to these ﬁndings it was concluded that anti-PD-L1 is a promising treatmentoption in lung adenosquamous carcinomas in which PD-L1 expression is high and EGFR mutationsare present [81],['EGFR']
30060526,The ensemble of molecular studies has provided the recognition of the main somatic genetic lesions occurring in the two main tumor subtypes: thus EGFR and KRAS mutations and ALK-EML4 fusions mainly occur in adenocarcinomas while DDR2 FGFR2 and NFE212 mainly occur in squamous cell carcinomas,['EGFR']
30060526,The ensemble of molecular studies has provided the recognition of the main somatic genetic lesionsoccurring in the two main tumor subtypes: thus EGFR and KRAS mutations and ALK-EML4 fusionsmainly occur in adenocarcinomas while DDR2 FGFR2 and NFE212 mainly occur in squamous cellcarcinomas,['EGFR']
30060526,Particularly this study showed that: a the analysis of BRAF EGFR KRAS PI3KCA mutations ALK fusions and FGFR1 ampliﬁcations is clinically relevantand helps to deﬁne tumor subgroups that can take beneﬁt from patient individualized therapies;thus the EGFR-mutant lung cancers can be subdivided into two different subgroups according to thepresence poorer prognosis or absence better prognosis of TP53 mutations; TP53-mutant tumors canbe subdivided into two subgroups one with RB1 no loss with a better prognosis and the other onewith RB1 loss with a poorer prognosis [86],"['EGFR', 'ALK']"
30060526,However it is important to point out that using the actualavailable therapies surgical debulking chemo-radiotherapy the prognosis of the different NSCLCsubgroups subdivided according to the presence of BRAF EGFR KRAS or PI3KCA mutations orFGFR1 ampliﬁcations or ALK-EML4 fusions is not prognostically relevant [87],['EGFR']
30060526,Driver mutations in EGFR MET BRAF and TP53 were almost always clonal; heterogeneous driver alterations occurring later duringtumor evolution were observed in 76% of the tumors and were more common in PIK3CA and NF1genes and in genes involved in chromatin modiﬁcation and DNA damage response and repair,['EGFR']
30060526,3 which contains MAD1L1 a mitoticcheckpoint gene; d MYC ampliﬁcation occurring in 20% of cases; e infrequent activating mutationsat the level of PI3KCA EGFR and KRAS all < 10%,['EGFR']
30060526,Miyoshi and coworkers have analyzed the genome profiling of 78 LCNECs by targeted capture sequencing of all the coding exons of 244 cancer-related genes and observed: frequent inactivating mutations in TP53 71% and RB1 26% ; genetic alterations in PI3K AKT mTOR pathway [15% including RICTOR 5%  PI3KCA 3%  PTEN 4%  AKT2 4% and mTOR 1% ]; activating mutations at the level of RTKs [FGFR1 5%  KIT 4%  ERBB2 4%  EGFR 1% ] and RAS pathways [KRAS 6% and HRAS 1% ],['EGFR']
30060526,RTKs [FGFR1 5%  KIT 4%  ERBB2 4%  EGFR 1% ] and RAS pathways [KRAS 6% and HRAS 1% ],['EGFR']
30060526,The self-renewal of ATII cells is induced in vitro byactivation of the EGFR and in vivo by oncogenic KRasG12D eliciting the formation of multifocal clonaladenomas [137],['EGFR']
30060526,Zheng and coworkers have usedthis methodology of xenotransplantation and have obtained the development of 10 patient-derivedNSCLC xenograft models representative of various genetic abnormalities observed in these tumors such as EGFR mutations KRAS mutations FGFR1 ampliﬁcations and MET ampliﬁcations [212],['EGFR']
30060526,In contrast mice bearing a mutant human EGFR transgene EGFRT790M-L485R develop adenocarcinomas representative of lung adenocarcinomas occurring in non-smoker patients,['EGFR']
30060526,To further stress the notion that alveolar type II cells can be the originating cells forNSCLCs these authors have introduced and expressed mutant EGFR into SPC+ cells and have observedtumor formation in alveoli [227],['EGFR']
30060526,Thus they have explored the three mostcommon mouse lung cancer models: KRasG12D; KRasG12Din mice with conditional p53 deﬁciency inp53ﬂox ﬂox; EGFR mutant,['EGFR']
30060526,Another important model of mouse lung cancerogenesis was based on the expression of clinicallyrelevant EGFR mutants into mouse pneumocytes,['EGFR']
30060526,As mentioned above somatic mutations in exonsencoding the tyrosine kinase domain of the EGFR gene are frequently observed in human lungadenocarcinomas and are associated with sensitivity to some TK inhibitors,['EGFR']
30060526,The large majorityof EGFR mutations or short deletions occur at the level of exon 19,['EGFR']
30060526,To evaluate the oncogenicpotential of EGFR mutations transgenic mice expressing either EGFR∆L747-S752 or EGFRL858R in type IIpneumocytes have been developed [233],['EGFR']
30060526,The same authorshave developed another mouse model using another EGFR mutant [233],['EGFR']
30060526,Both the transgenic mice develop lung tumors thatare resistant to EGFR TK inhibitors [38],['EGFR']
30060526,Interestingly the drug triﬂuoroperazinehydrochloride which inhibits the FOXO1 nuclear export restored sensitivity of EGFR TK resistant lungcancer cells in vitro and in vivo [234],['EGFR']
30060526,These observations suggest that the KLF6 FOXO1 transcriptionalnetwork may represent an important EGFR oncogenic signaling pathway that can be targeted for thetreatment of metastatic lung adenocarcinoma,['EGFR']
30060526,Interestingly a recent study compared the genomic abnormalities observed in lungadenocarcinomas driven by mutant KRAS or EGFR and by overexpression of MYC; tumors frommodels driven by strong cancer drivers such as mutant EGFR and KRAS harbored few mutations inknown cancer genes whereas tumors driven by MYC acquired recurrent clonal KRAS mutations,['EGFR']
30060526,In a phase III trial 305 patients who had previously untreated advanced NSCLC with PD-L1expression on at least 50% of tumor cells and no sensitizing mutation of the EGFR or translocationof the ALK gene were randomly assigned to receive either pembrolizumab or the investigator’schoice of platinum-based chemotherapy,"['EGFR', 'ALK']"
